144,Inventory Disposal,1,1,2016-06-20 16:43:39.443,NULL,NULL,NULL,14
145,Investment Withdrawal,1,1,2016-10-06 14:10:56.733,NULL,NULL,NULL,1
146,Grants Received,1,1,2016-10-06 14:10:56.733,NULL,NULL,NULL,1
147,Grants Payments,1,1,2016-10-06 14:10:56.733,NULL,NULL,NULL,9
148,Interest Capitalized,1,1,2016-10-17 16:15:59.737,NULL,NULL,NULL,1
149,Interest Rate Change,1,1,2016-10-17 16:15:59.737,NULL,NULL,NULL,1
150,Billing Normal Journal (Previous Year),1,1,2016-10-18 15:33:32.807,NULL,NULL,NULL,2
151,Billing Normal Journal (Earlier Year),1,1,2016-10-18 15:33:32.810,NULL,NULL,NULL,2
152,Billing Normal Interest Journal (Previous Year),1,1,2016-10-18 15:33:32.810,NULL,NULL,NULL,2
153,Billing Normal Interest Journal (Earlier Year),1,1,2016-10-18 15:33:32.810,NULL,NULL,NULL,2
154,Advance Payment,1,1,2016-10-25 15:51:06.337,NULL,NULL,NULL,2
156,Advance Payment Allocation,1,1,2016-11-16 08:36:44.513,NULL,NULL,NULL,2
157,Inventory Correction,1,1,2016-11-17 11:02:24.367,NULL,NULL,NULL,14
158,Other - Importing,1,1,2016-11-25 15:27:29.443,NULL,NULL,NULL,1
159,Cheque Payments,0,1,2016-11-25 15:27:29.443,NULL,NULL,NULL,1
160,Cashbook Reversal,1,1,2016-11-25 15:27:29.443,NULL,NULL,NULL,1
161,Interest Received On Investment,1,1,2016-11-25 15:27:29.443,NULL,NULL,NULL,0
162,Inventory Invoice Adjustment,1,1,2017-03-02 11:17:50.437,NULL,NULL,NULL,14
163,Inventory TakeOn,1,1,2017-02-16 10:38:27.823,NULL,NULL,NULL,14
164,Departmental Credit Journal,1,1,2017-02-02 00:00:00.000,NULL,NULL,0,2
165,Billing Normal Receipt Cancel Journal,1,1,2017-03-08 13:37:28.647,NULL,NULL,NULL,2
166,Billing Journal  Bad Debt Write Off,1,1,2017-03-26 10:22:36.340,NULL,NULL,NULL,2
167,Billing Sundry Journal  Bad Debt Write Off,1,1,2017-03-26 10:22:36.350,NULL,NULL,NULL,2
170,Grant Withheld Journal,1,1,2017-04-06 00:00:00.000,NULL,NULL,64,0
199,Transfer Account Refund,1,1,2018-01-29 16:54:01.200,0,2018-01-29 16:54:01.200,0,2
200,Advance Payment Refund,1,1,2017-02-02 00:00:00.000,NULL,NULL,0,2
203,SCM Requisition,1,1,2017-08-02 18:33:08.377,NULL,NULL,NULL,9
204,SCM Informal Tender,1,1,2017-08-02 18:33:08.377,NULL,NULL,NULL,9
