37485,IL001006004001002003000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,79957,IL001006004001002003000000000000000000,0,NULL,IL001006004001002003000000000000000000,NULL,NULL,NULL,NULL
37486,IL001006004001005002000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,79965,IL001006004001005002000000000000000000,0,NULL,IL001006004001005002000000000000000000,NULL,NULL,NULL,NULL
37487,IL001006004001005003000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,79966,IL001006004001005003000000000000000000,0,NULL,IL001006004001005003000000000000000000,NULL,NULL,NULL,NULL
37488,IL001006004001007002000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,79971,IL001006004001007002000000000000000000,0,NULL,IL001006004001007002000000000000000000,NULL,NULL,NULL,NULL
37489,IL001006004001007003000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,79972,IL001006004001007003000000000000000000,0,NULL,IL001006004001007003000000000000000000,NULL,NULL,NULL,NULL
37490,IL001006004001008002000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,79974,IL001006004001008002000000000000000000,0,NULL,IL001006004001008002000000000000000000,NULL,NULL,NULL,NULL
37491,IL001006004001008003000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,79975,IL001006004001008003000000000000000000,0,NULL,IL001006004001008003000000000000000000,NULL,NULL,NULL,NULL
37492,IL001006004001014003000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,195690,IL001006004001014003000000000000000000,0,NULL,IL001006004001014003000000000000000000,NULL,NULL,NULL,NULL
37493,IL001006004002001000000000000000000000,Opening Balance,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,79985,IL001006004002001000000000000000000000,0,NULL,IL001006004002001000000000000000000000,NULL,NULL,NULL,NULL
37494,IL001006006001000000000000000000000000,Opening Balance,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80006,IL001006006001000000000000000000000000,0,NULL,IL001006006001000000000000000000000000,NULL,NULL,NULL,NULL
37495,IL001006006002000000000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80007,IL001006006002000000000000000000000000,0,NULL,IL001006006002000000000000000000000000,NULL,NULL,NULL,NULL
37496,IL001006006003000000000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80008,IL001006006003000000000000000000000000,0,NULL,IL001006006003000000000000000000000000,NULL,NULL,NULL,NULL
37497,IL001006008001000000000000000000000000,Opening Balance,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80012,IL001006008001000000000000000000000000,0,NULL,IL001006008001000000000000000000000000,NULL,NULL,NULL,NULL
37498,IL001006008002000000000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80013,IL001006008002000000000000000000000000,0,NULL,IL001006008002000000000000000000000000,NULL,NULL,NULL,NULL
37499,IL001006008003000000000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80014,IL001006008003000000000000000000000000,0,NULL,IL001006008003000000000000000000000000,NULL,NULL,NULL,NULL
37500,IL001006009002000000000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80016,IL001006009002000000000000000000000000,0,NULL,IL001006009002000000000000000000000000,NULL,NULL,NULL,NULL
37501,IL001006010001000000000000000000000000,Opening Balance,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80018,IL001006010001000000000000000000000000,0,NULL,IL001006010001000000000000000000000000,NULL,NULL,NULL,NULL
37502,IL001006010002000000000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80019,IL001006010002000000000000000000000000,0,NULL,IL001006010002000000000000000000000000,NULL,NULL,NULL,NULL
37503,IL001006010003000000000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80020,IL001006010003000000000000000000000000,0,NULL,IL001006010003000000000000000000000000,NULL,NULL,NULL,NULL
37504,IL001006011001000000000000000000000000,Opening Balance,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80021,IL001006011001000000000000000000000000,0,NULL,IL001006011001000000000000000000000000,NULL,NULL,NULL,NULL
37505,IL001006011002000000000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80022,IL001006011002000000000000000000000000,0,NULL,IL001006011002000000000000000000000000,NULL,NULL,NULL,NULL
37506,IL001006011003000000000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80023,IL001006011003000000000000000000000000,0,NULL,IL001006011003000000000000000000000000,NULL,NULL,NULL,NULL
37507,IL001006012002000000000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80025,IL001006012002000000000000000000000000,0,NULL,IL001006012002000000000000000000000000,NULL,NULL,NULL,NULL
37508,IL001006012003000000000000000000000000,Withdrawals,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80026,IL001006012003000000000000000000000000,0,NULL,IL001006012003000000000000000000000000,NULL,NULL,NULL,NULL
37509,IL001006013002000000000000000000000000,Deposits,1,2025/2026,1,2025-06-27 14:41:21.147,NULL,NULL,NULL,NULL,1,80028,IL001006013002000000000000000000000000,0,NULL,IL001006013002000000000000000000000000,NULL,NULL,NULL,NULL
