AssetClass_ID,AssetClassDesc,Enabled,DateCaptured,CapturerID,DateModified,ModifierID,Asset_SubCategory_ID,UsefulLifeInMonths,AssetDepreciationMethod_ID,RevaluationByCostModel,RevaluationByRevalutionModel,TypeID,Default,AssetCategoryID,AssetStatus_ID,AssetMeasurement_ID
5004,Water Treatment Works (WTW) - MV substation equipment - MV isolator,1,2019-07-10 10:31:09.773,1,NULL,NULL,78,528,1,NULL,NULL,4,NULL,15,0,4
5005,Water Treatment Works (WTW) - MV substation equipment - Control panel,1,2019-07-10 10:31:09.790,1,NULL,NULL,78,600,1,NULL,NULL,4,NULL,15,0,4
5006,Water Treatment Works (WTW) - MV substation equipment - Reactor,1,2019-07-10 10:31:09.810,1,NULL,NULL,78,600,1,NULL,NULL,4,NULL,15,0,4
5007,Water Treatment Works (WTW) - MV substation equipment - Transformer NER,1,2019-07-10 10:31:09.830,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5008,Water Treatment Works (WTW) - MV substation equipment - Transformer NECRT,1,2019-07-10 10:31:09.847,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5009,Water Treatment Works (WTW) - MV substation equipment - Surge arrestor,1,2019-07-10 10:31:09.863,1,NULL,NULL,78,60,1,NULL,NULL,4,NULL,15,0,4
5010,"Water Treatment Works (WTW) - MV substation equipment - MV compact circuit breaker, isolator and current transformer unit",1,2019-07-10 10:31:09.887,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5011,Water Treatment Works (WTW) - MV substation equipment - MV earth switch,1,2019-07-10 10:31:09.907,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5012,Water Treatment Works (WTW) - MV substation equipment - Auxiliary equipment,1,2019-07-10 10:31:09.923,1,NULL,NULL,78,120,1,NULL,NULL,4,NULL,15,0,4
5013,Water Treatment Works (WTW) - MV substation equipment - Capacitor bank,1,2019-07-10 10:31:09.943,1,NULL,NULL,78,180,1,NULL,NULL,4,NULL,15,0,4
5014,Water Treatment Works (WTW) - MV substation equipment - Load control set,1,2019-07-10 10:31:09.963,1,NULL,NULL,78,120,1,NULL,NULL,4,NULL,15,0,4
5015,Water Treatment Works (WTW) - MV substation equipment - Ring main unit,1,2019-07-10 10:31:09.983,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5016,Water Treatment Works (WTW) - DC systems - Battery charger,1,2019-07-10 10:31:10.000,1,NULL,NULL,78,120,1,NULL,NULL,4,NULL,15,0,4
5017,Water Treatment Works (WTW) - DC systems - Batteries,1,2019-07-10 10:31:10.017,1,NULL,NULL,78,240,1,NULL,NULL,4,NULL,15,0,4
5018,Water Treatment Works (WTW) - MV mini-substations - MV network equipment,1,2019-07-10 10:31:10.040,1,NULL,NULL,78,120,1,NULL,NULL,4,NULL,15,0,4
5019,Water Treatment Works (WTW) - MV mini-substations - MV conductors,1,2019-07-10 10:31:10.060,1,NULL,NULL,78,120,1,NULL,NULL,4,NULL,15,0,4
5020,Water Treatment Works (WTW) - MV mini-substations - MV mini-substations,1,2019-07-10 10:31:10.080,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5021,Water Treatment Works (WTW) - MV mini-substations - MV transformers,1,2019-07-10 10:31:10.097,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5022,Water Treatment Works (WTW) - MV transformers - MV transformers,1,2019-07-10 10:31:10.113,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5023,Water Treatment Works (WTW) - MV conductors - MV cable,1,2019-07-10 10:31:10.130,1,NULL,NULL,78,600,1,NULL,NULL,4,NULL,15,0,4
5024,Water Treatment Works (WTW) - MV conductors - Control cable,1,2019-07-10 10:31:10.147,1,NULL,NULL,78,120,1,NULL,NULL,4,NULL,15,0,4
5025,Water Treatment Works (WTW) - MV conductors - MV overhead line,1,2019-07-10 10:31:10.167,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5026,Water Treatment Works (WTW) - LV conductors - LV cable,1,2019-07-10 10:31:10.187,1,NULL,NULL,78,720,1,NULL,NULL,4,NULL,15,0,4
5027,Water Treatment Works (WTW) - LV conductors - Control cable,1,2019-07-10 10:31:10.203,1,NULL,NULL,78,120,1,NULL,NULL,4,NULL,15,0,4
5028,Water Treatment Works (WTW) - LV conductors - LV overhead line,1,2019-07-10 10:31:10.223,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5029,Water Treatment Works (WTW) - Control and instrumentation - Telemetry,1,2019-07-10 10:31:10.243,1,NULL,NULL,78,180,1,NULL,NULL,4,NULL,15,0,4
5030,Water Treatment Works (WTW) - Control and instrumentation - SCADA,1,2019-07-10 10:31:10.260,1,NULL,NULL,78,300,1,NULL,NULL,4,NULL,15,0,4
5031,Water Treatment Works (WTW) - Metal work - Fabricated steel,1,2019-07-10 10:31:10.277,1,NULL,NULL,78,480,1,NULL,NULL,4,NULL,15,0,4
5032,Water Treatment Works (WTW) - Metal work - Pressure vessel,1,2019-07-10 10:31:10.293,1,NULL,NULL,78,720,1,NULL,NULL,4,NULL,15,0,4
5033,Water Treatment Works (WTW) - Pavements - Road surface,1,2019-07-10 10:31:10.313,1,NULL,NULL,78,240,1,NULL,NULL,4,NULL,15,0,4
5034,Water Treatment Works (WTW) - Pavements - Road structural layer,1,2019-07-10 10:31:10.330,1,NULL,NULL,78,960,1,NULL,NULL,4,NULL,15,0,4
5035,Water Treatment Works (WTW) - Pipe work - Water meter,1,2019-07-10 10:31:10.350,1,NULL,NULL,78,120,1,NULL,NULL,4,NULL,15,0,4
5036,Water Treatment Works (WTW) - Pipe work - Pipe â€“ water,1,2019-07-10 10:31:10.367,1,NULL,NULL,78,960,1,NULL,NULL,4,NULL,15,0,4
5037,Water Treatment Works (WTW) - Pipe work - Valve â€“ water,1,2019-07-10 10:31:10.383,1,NULL,NULL,78,540,1,NULL,NULL,4,NULL,15,0,4
5038,Water Treatment Works (WTW) - Service connections on site - Electrical service connection,1,2019-07-10 10:31:10.400,1,NULL,NULL,78,600,1,NULL,NULL,4,NULL,15,0,4
5039,Water Treatment Works (WTW) - Service connections on site - Pipe â€“ sewer,1,2019-07-10 10:31:10.420,1,NULL,NULL,78,1200,1,NULL,NULL,4,NULL,15,0,4
5040,Water Treatment Works (WTW) - Service connections on site - Pipe â€“ water,1,2019-07-10 10:31:10.433,1,NULL,NULL,78,960,1,NULL,NULL,4,NULL,15,0,4
5041,Outfall Sewers - Civil structures - Masonry structure,1,2019-07-10 10:31:10.453,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5042,Outfall Sewers - Civil structures - RC structure,1,2019-07-10 10:31:10.470,1,NULL,NULL,0,960,1,NULL,NULL,4,NULL,16,0,1
5043,Outfall Sewers - Pipe work - Pipe â€“ sewer,1,2019-07-10 10:31:10.490,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5044,Outfall Sewers - Pipe bridges - Pipe bridge abutment,1,2019-07-10 10:31:10.507,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5045,Outfall Sewers - Pipe bridges - Pipe bridge substructure,1,2019-07-10 10:31:10.523,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5046,Outfall Sewers - Pipe bridges - Pipe bridge superstructure,1,2019-07-10 10:31:10.543,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5047,Outfall Sewers - Pipe bridges - Pipe bridge railing,1,2019-07-10 10:31:10.560,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5048,Toilet facilities - Communal sanitation - Chemical toilet,1,2019-07-10 10:31:10.580,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5049,Toilet facilities - Communal sanitation - Septic tank,1,2019-07-10 10:31:10.597,1,NULL,NULL,0,480,1,NULL,NULL,4,NULL,16,0,1
5050,Toilet facilities - Communal sanitation - VIP latrine (excluding structure),1,2019-07-10 10:31:10.617,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5051,Toilet facilities - Communal sanitation - Small building/enclosure,1,2019-07-10 10:31:10.637,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5052,Pump Stations - Land,1,2019-07-10 10:31:10.653,1,NULL,NULL,0,0,1,NULL,NULL,4,NULL,16,0,1
5053,Pump Stations - External facilities - External furniture,1,2019-07-10 10:31:10.673,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5054,Pump Stations - External facilities - External lighting,1,2019-07-10 10:31:10.693,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5055,Pump Stations - External facilities - Paving,1,2019-07-10 10:31:10.713,1,NULL,NULL,0,480,1,NULL,NULL,4,NULL,16,0,1
5056,Pump Stations - External facilities - Irrigation,1,2019-07-10 10:31:10.733,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5057,Pump Stations - External facilities - Landscaping,1,2019-07-10 10:31:10.757,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5058,Pump Stations - External facilities - Perimeter protection,1,2019-07-10 10:31:10.770,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5059,Pump Stations - External facilities - Sign â€“ general,1,2019-07-10 10:31:10.790,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5060,Pump Stations - External facilities - Carport,1,2019-07-10 10:31:10.810,1,NULL,NULL,0,84,1,NULL,NULL,4,NULL,16,0,1
5061,Pump Stations - External facilities - Small building/enclosure,1,2019-07-10 10:31:10.827,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5062,Pump Stations - Buildings - Air conditioning,1,2019-07-10 10:31:10.847,1,NULL,NULL,0,96,1,NULL,NULL,4,NULL,16,0,1
5063,Pump Stations - Buildings - Chiller,1,2019-07-10 10:31:10.860,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5064,Pump Stations - Buildings - Earthworks,1,2019-07-10 10:31:10.877,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5065,Pump Stations - Buildings - Electrical installation (building),1,2019-07-10 10:31:10.897,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5066,"Pump Stations - Buildings - Finishes, fixtures and fittings",1,2019-07-10 10:31:10.913,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5067,Pump Stations - Buildings - Fire protection,1,2019-07-10 10:31:10.930,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5068,Pump Stations - Buildings - Gas-bank installation,1,2019-07-10 10:31:10.943,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5069,Pump Stations - Buildings - Lifts,1,2019-07-10 10:31:10.967,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5070,Pump Stations - Buildings - Plumbing,1,2019-07-10 10:31:10.983,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5071,Pump Stations - Buildings - Floor,1,2019-07-10 10:31:11.000,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5072,Pump Stations - Buildings - Security system,1,2019-07-10 10:31:11.020,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5073,Pump Stations - Buildings - Septic tank,1,2019-07-10 10:31:11.040,1,NULL,NULL,0,480,1,NULL,NULL,4,NULL,16,0,1
5074,Pump Stations - Buildings - Walls,1,2019-07-10 10:31:11.057,1,NULL,NULL,0,720,1,NULL,NULL,4,NULL,16,0,1
5075,Pump Stations - Buildings - Roof,1,2019-07-10 10:31:11.073,1,NULL,NULL,0,480,1,NULL,NULL,4,NULL,16,0,1
5076,Pump Stations - Civil structures - Earth structure,1,2019-07-10 10:31:11.090,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5077,Pump Stations - Civil structures - Masonry structure,1,2019-07-10 10:31:11.103,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5078,Pump Stations - Civil structures - RC structure,1,2019-07-10 10:31:11.120,1,NULL,NULL,0,960,1,NULL,NULL,4,NULL,16,0,1
5079,Pump Stations - Earthworks - Earthworks,1,2019-07-10 10:31:11.140,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5080,Pump Stations - Electrical equipment - Motor,1,2019-07-10 10:31:11.160,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5081,Pump Stations - Electrical equipment - Capacitor bank,1,2019-07-10 10:31:11.177,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5082,Pump Stations - Electrical equipment - Reactor,1,2019-07-10 10:31:11.190,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5083,Pump Stations - Electrical equipment - LV circuit breaker,1,2019-07-10 10:31:11.207,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5084,Pump Stations - Electrical equipment - Control panel,1,2019-07-10 10:31:11.223,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5085,Pump Stations - Mechanical equipment - Engine,1,2019-07-10 10:31:11.240,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5086,Pump Stations - Mechanical equipment - Generator,1,2019-07-10 10:31:11.253,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5087,Pump Stations - Mechanical equipment - Pump â€“ sewer,1,2019-07-10 10:31:11.270,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5088,Pump Stations - Metal work - Fabricated steel,1,2019-07-10 10:31:11.283,1,NULL,NULL,0,480,1,NULL,NULL,4,NULL,16,0,1
5089,Pump Stations - Pavements - Road surface,1,2019-07-10 10:31:11.300,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5090,Pump Stations - Pavements - Road structural layer,1,2019-07-10 10:31:11.317,1,NULL,NULL,0,960,1,NULL,NULL,4,NULL,16,0,1
5091,Pump Stations - Control and instrumentation - SCADA,1,2019-07-10 10:31:11.333,1,NULL,NULL,0,300,1,NULL,NULL,4,NULL,16,0,1
5092,Pump Stations - Control and instrumentation - Telemetry,1,2019-07-10 10:31:11.353,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5093,Pump Stations - Pipe work - Water meter,1,2019-07-10 10:31:11.370,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5094,Pump Stations - Pipe work - Pipe â€“ sewer,1,2019-07-10 10:31:11.383,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5095,Pump Stations - Pipe work - Valve â€“ water,1,2019-07-10 10:31:11.400,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5096,Pump Stations - MV substation equipment - Current transformer,1,2019-07-10 10:31:11.417,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5097,Pump Stations - MV substation equipment - Voltage transformer,1,2019-07-10 10:31:11.433,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5098,Pump Stations - MV substation equipment - MV circuit breaker,1,2019-07-10 10:31:11.450,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5099,Pump Stations - MV substation equipment - MV isolator,1,2019-07-10 10:31:11.467,1,NULL,NULL,0,528,1,NULL,NULL,4,NULL,16,0,1
5100,Pump Stations - MV substation equipment - Control panel,1,2019-07-10 10:31:11.480,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5101,Pump Stations - MV substation equipment - Reactor,1,2019-07-10 10:31:11.500,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5102,Pump Stations - MV substation equipment - Transformer NER,1,2019-07-10 10:31:11.517,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5103,Pump Stations - MV substation equipment - Transformer NECRT,1,2019-07-10 10:31:11.533,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5104,Pump Stations - MV substation equipment - Surge arrestor,1,2019-07-10 10:31:11.550,1,NULL,NULL,0,60,1,NULL,NULL,4,NULL,16,0,1
5105,"Pump Stations - MV substation equipment - MV compact circuit breaker, isolator and current transformer unit",1,2019-07-10 10:31:11.567,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5106,Pump Stations - MV substation equipment - MV earth switch,1,2019-07-10 10:31:11.583,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5107,Pump Stations - MV substation equipment - Auxiliary equipment,1,2019-07-10 10:31:11.600,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5108,Pump Stations - MV substation equipment - Capacitor bank,1,2019-07-10 10:31:11.613,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5109,Pump Stations - MV substation equipment - Load control set,1,2019-07-10 10:31:11.630,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5110,Pump Stations - MV substation equipment - Ring main unit,1,2019-07-10 10:31:11.647,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5111,Pump Stations - DC systems - Battery charger,1,2019-07-10 10:31:11.667,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5112,Pump Stations - DC systems - Batteries,1,2019-07-10 10:31:11.683,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5113,Pump Stations - MV mini-substations - MV network equipment,1,2019-07-10 10:31:11.700,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5114,Pump Stations - MV mini-substations - MV conductors,1,2019-07-10 10:31:11.717,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5115,Pump Stations - MV mini-substations - MV mini-substations,1,2019-07-10 10:31:11.730,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5116,Pump Stations - MV mini-substations - MV transformers,1,2019-07-10 10:31:11.750,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5117,Pump Stations - MV transformers - MV transformers,1,2019-07-10 10:31:11.763,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5118,Pump Stations - MV conductors - MV cable,1,2019-07-10 10:31:11.783,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5119,Pump Stations - MV conductors - Control cable,1,2019-07-10 10:31:11.803,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5120,Pump Stations - MV conductors - MV overhead line,1,2019-07-10 10:31:11.820,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5121,Pump Stations - LV conductors - LV cable,1,2019-07-10 10:31:11.833,1,NULL,NULL,0,720,1,NULL,NULL,4,NULL,16,0,1
5122,Pump Stations - LV conductors - Control cable,1,2019-07-10 10:31:11.850,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5123,Pump Stations - LV conductors - LV overhead line,1,2019-07-10 10:31:11.867,1,NULL,NULL,0,540,1,NULL,NULL,4,NULL,16,0,1
5124,Pump Stations - Service connections on site - Electrical service connection,1,2019-07-10 10:31:11.887,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5125,Pump Stations - Service connections on site - Pipe â€“ sewer,1,2019-07-10 10:31:11.903,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5126,Pump Stations - Service connections on site - Pipe â€“ water,1,2019-07-10 10:31:11.920,1,NULL,NULL,0,960,1,NULL,NULL,4,NULL,16,0,1
5127,Reticulation - Civil structure - Masonry structure,1,2019-07-10 10:31:11.933,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5128,Reticulation - Civil structure - RC structure,1,2019-07-10 10:31:11.953,1,NULL,NULL,0,960,1,NULL,NULL,4,NULL,16,0,1
5129,Reticulation - Pipe work - Pipe â€“ sewer,1,2019-07-10 10:31:11.967,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5130,Reticulation - Pipe bridge - Pipe bridge abutment,1,2019-07-10 10:31:11.983,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5131,Reticulation - Pipe bridge - Pipe bridge substructure,1,2019-07-10 10:31:12.000,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5132,Reticulation - Pipe bridge - Pipe bridge superstructure,1,2019-07-10 10:31:12.017,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5133,Reticulation - Pipe bridge - Pipe bridge railing,1,2019-07-10 10:31:12.037,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5134,Reticulation - Municipal service connection - Pipe â€“ sewer,1,2019-07-10 10:31:12.053,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5135,Waste-water Treatment Works (WWTW) - Land,1,2019-07-10 10:31:12.070,1,NULL,NULL,0,0,1,NULL,NULL,4,NULL,16,0,1
5136,Waste-water Treatment Works (WWTW) - External facilities - External furniture,1,2019-07-10 10:31:12.087,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5137,Waste-water Treatment Works (WWTW) - External facilities - External lighting,1,2019-07-10 10:31:12.103,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5138,Waste-water Treatment Works (WWTW) - External facilities - Paving,1,2019-07-10 10:31:12.120,1,NULL,NULL,0,480,1,NULL,NULL,4,NULL,16,0,1
5139,Waste-water Treatment Works (WWTW) - External facilities - Irrigation,1,2019-07-10 10:31:12.137,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5140,Waste-water Treatment Works (WWTW) - External facilities - Landscaping,1,2019-07-10 10:31:12.157,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5141,Waste-water Treatment Works (WWTW) - External facilities - Perimeter protection,1,2019-07-10 10:31:12.170,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5142,Waste-water Treatment Works (WWTW) - External facilities - Sign â€“ general,1,2019-07-10 10:31:12.187,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5143,Waste-water Treatment Works (WWTW) - External facilities - Carport,1,2019-07-10 10:31:12.203,1,NULL,NULL,0,84,1,NULL,NULL,4,NULL,16,0,1
5144,Waste-water Treatment Works (WWTW) - External facilities - Small building/enclosure,1,2019-07-10 10:31:12.220,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5145,Waste-water Treatment Works (WWTW) - Buildings - Air conditioning,1,2019-07-10 10:31:12.237,1,NULL,NULL,0,96,1,NULL,NULL,4,NULL,16,0,1
5146,Waste-water Treatment Works (WWTW) - Buildings - Chiller,1,2019-07-10 10:31:12.253,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5147,Waste-water Treatment Works (WWTW) - Buildings - Earthworks,1,2019-07-10 10:31:12.270,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5148,Waste-water Treatment Works (WWTW) - Buildings - Electrical installation (building),1,2019-07-10 10:31:12.290,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5149,"Waste-water Treatment Works (WWTW) - Buildings - Finishes, fixtures and fittings",1,2019-07-10 10:31:12.307,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5150,Waste-water Treatment Works (WWTW) - Buildings - Fire protection,1,2019-07-10 10:31:12.323,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5151,Waste-water Treatment Works (WWTW) - Buildings - Gas-bank installation,1,2019-07-10 10:31:12.347,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5152,Waste-water Treatment Works (WWTW) - Buildings - Lifts,1,2019-07-10 10:31:12.367,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5153,Waste-water Treatment Works (WWTW) - Buildings - Plumbing,1,2019-07-10 10:31:12.383,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5154,Waste-water Treatment Works (WWTW) - Buildings - Floor,1,2019-07-10 10:31:12.400,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5155,Waste-water Treatment Works (WWTW) - Buildings - Security system,1,2019-07-10 10:31:12.417,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5156,Waste-water Treatment Works (WWTW) - Buildings - Septic tank,1,2019-07-10 10:31:12.433,1,NULL,NULL,0,480,1,NULL,NULL,4,NULL,16,0,1
5157,Waste-water Treatment Works (WWTW) - Buildings - Walls,1,2019-07-10 10:31:12.450,1,NULL,NULL,0,720,1,NULL,NULL,4,NULL,16,0,1
5158,Waste-water Treatment Works (WWTW) - Buildings - Roof,1,2019-07-10 10:31:12.467,1,NULL,NULL,0,480,1,NULL,NULL,4,NULL,16,0,1
5159,Waste-water Treatment Works (WWTW) - Civil structures - Earth structure,1,2019-07-10 10:31:12.483,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5160,Waste-water Treatment Works (WWTW) - Civil structures - Filter media,1,2019-07-10 10:31:12.507,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5161,Waste-water Treatment Works (WWTW) - Civil structures - Masonry structure,1,2019-07-10 10:31:12.530,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5162,Waste-water Treatment Works (WWTW) - Civil structures - RC structure,1,2019-07-10 10:31:12.550,1,NULL,NULL,0,960,1,NULL,NULL,4,NULL,16,0,1
5163,Waste-water Treatment Works (WWTW) - Civil structures - Tank,1,2019-07-10 10:31:12.567,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5164,Waste-water Treatment Works (WWTW) - Civil structures - Flare stack,1,2019-07-10 10:31:12.583,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5165,Waste-water Treatment Works (WWTW) - Earthworks - Earthworks,1,2019-07-10 10:31:12.600,1,NULL,NULL,0,1200,1,NULL,NULL,4,NULL,16,0,1
5166,Waste-water Treatment Works (WWTW) - Electrical equipment - Motor,1,2019-07-10 10:31:12.617,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5167,Waste-water Treatment Works (WWTW) - Electrical equipment - Capacitor bank,1,2019-07-10 10:31:12.637,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5168,Waste-water Treatment Works (WWTW) - Electrical equipment - Reactor,1,2019-07-10 10:31:12.653,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5169,Waste-water Treatment Works (WWTW) - Electrical equipment - LV circuit breaker,1,2019-07-10 10:31:12.673,1,NULL,NULL,0,360,1,NULL,NULL,4,NULL,16,0,1
5170,Waste-water Treatment Works (WWTW) - Electrical equipment - Control panel,1,2019-07-10 10:31:12.693,1,NULL,NULL,0,600,1,NULL,NULL,4,NULL,16,0,1
5171,Waste-water Treatment Works (WWTW) - Mechanical equipment - Doser,1,2019-07-10 10:31:12.710,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
5172,Waste-water Treatment Works (WWTW) - Mechanical equipment - Compressor,1,2019-07-10 10:31:12.727,1,NULL,NULL,0,120,1,NULL,NULL,4,NULL,16,0,1
5173,Waste-water Treatment Works (WWTW) - Mechanical equipment - Engine,1,2019-07-10 10:31:12.740,1,NULL,NULL,0,240,1,NULL,NULL,4,NULL,16,0,1
5174,Waste-water Treatment Works (WWTW) - Mechanical equipment - Gearbox,1,2019-07-10 10:31:12.763,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,1
