AssetClass_ID,AssetClassDesc,Enabled,DateCaptured,CapturerID,DateModified,ModifierID,Asset_SubCategory_ID,UsefulLifeInMonths,AssetDepreciationMethod_ID,RevaluationByCostModel,RevaluationByRevalutionModel,TypeID,Default,AssetCategoryID,AssetStatus_ID,AssetMeasurement_ID
1,Sewer Pump Stations - Motor,1,2019-07-03 20:27:21.750,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,NULL
2,Sewer Pump Stations - Motor,1,2019-07-03 20:27:21.757,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,NULL
3,Sewer Pump Stations - Motor,1,2019-07-03 20:27:21.760,1,NULL,NULL,0,180,1,NULL,NULL,4,NULL,16,0,4
4,HV switching station equipment - HV busbar indoor,1,2019-07-10 10:29:43.520,1,NULL,NULL,87,720,1,NULL,NULL,4,NULL,14,1,1
5,HV switching station equipment - HV busbar outdoor,1,2019-07-10 10:29:43.537,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
6,HV switching station equipment - Voltage transformer,1,2019-07-10 10:29:43.553,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
7,HV switching station equipment - Current transformer,1,2019-07-10 10:29:43.570,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
8,HV switching station equipment - Surge arrestor,1,2019-07-10 10:29:43.587,1,NULL,NULL,87,60,1,NULL,NULL,4,NULL,14,1,1
9,HV switching station equipment - Lightning mast and shield wiring,1,2019-07-10 10:29:43.603,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
10,HV switching station equipment - Station earthing ? mat and electrodes,1,2019-07-10 10:29:43.620,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
11,HV switching station equipment - Reactor,1,2019-07-10 10:29:43.637,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
12,HV switching station equipment - Capacitor bank,1,2019-07-10 10:29:43.653,1,NULL,NULL,87,180,1,NULL,NULL,4,NULL,14,1,1
13,HV switching station equipment - GIS busbar,1,2019-07-10 10:29:43.673,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
14,HV switching station equipment - GIS switchgear,1,2019-07-10 10:29:43.690,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
15,HV switching station equipment - Control panel,1,2019-07-10 10:29:43.707,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
16,HV switching station equipment - HV circuit breaker,1,2019-07-10 10:29:43.723,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
17,"HV switching station equipment - HV compact circuit breaker, isolator, and current transformer unit",1,2019-07-10 10:29:43.740,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
18,HV switching station equipment - HV isolator,1,2019-07-10 10:29:43.753,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
19,HV switching station equipment - HV earth switch,1,2019-07-10 10:29:43.770,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
20,DC systems - Battery charger,1,2019-07-10 10:29:43.790,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
21,DC systems - Batteries,1,2019-07-10 10:29:43.803,1,NULL,NULL,87,240,1,NULL,NULL,4,NULL,14,1,1
22,Electricity bulk meters - Electricity bulk meter,1,2019-07-10 10:29:43.820,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
23,Control and instrumentation - Generator busbar,1,2019-07-10 10:29:43.837,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
24,Control and instrumentation - Generator transformer,1,2019-07-10 10:29:43.853,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
25,Control and instrumentation - Process instrumentation,1,2019-07-10 10:29:43.870,1,NULL,NULL,87,180,1,NULL,NULL,4,NULL,14,1,1
26,MV substation equipment - Current transformer,1,2019-07-10 10:29:43.887,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
27,MV substation equipment - Voltage transformer,1,2019-07-10 10:29:43.903,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
28,MV substation equipment - MV circuit breaker,1,2019-07-10 10:29:43.920,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
29,MV substation equipment - MV isolator,1,2019-07-10 10:29:43.937,1,NULL,NULL,87,528,1,NULL,NULL,4,NULL,14,1,1
30,MV substation equipment - Control panel,1,2019-07-10 10:29:43.950,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
31,MV substation equipment - Reactor,1,2019-07-10 10:29:43.967,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
32,MV substation equipment - Transformer NER,1,2019-07-10 10:29:43.983,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
33,MV substation equipment - Transformer NECRT,1,2019-07-10 10:29:44.000,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
34,MV substation equipment - Surge arrestor,1,2019-07-10 10:29:44.017,1,NULL,NULL,87,60,1,NULL,NULL,4,NULL,14,1,1
35,"MV substation equipment - MV compact circuit breaker, isolator and current transformer unit",1,2019-07-10 10:29:44.037,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
36,MV substation equipment - MV earth switch,1,2019-07-10 10:29:44.053,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
37,MV substation equipment - Auxiliary equipment,1,2019-07-10 10:29:44.070,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
38,MV substation equipment - Capacitor bank,1,2019-07-10 10:29:44.083,1,NULL,NULL,87,180,1,NULL,NULL,4,NULL,14,1,1
39,MV substation equipment - Load control set,1,2019-07-10 10:29:44.100,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
40,MV substation equipment - Ring main unit,1,2019-07-10 10:29:44.120,1,NULL,NULL,87,540,1,NULL,NULL,4,NULL,14,1,1
41,Communication equipment - Radio infrastructure,1,2019-07-10 10:29:44.137,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
42,Communication equipment - Communication cable,1,2019-07-10 10:29:44.153,1,NULL,NULL,87,180,1,NULL,NULL,4,NULL,14,1,1
43,Communication equipment - Fibre-optic cable,1,2019-07-10 10:29:44.170,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
44,Communication equipment - Switch,1,2019-07-10 10:29:44.190,1,NULL,NULL,87,180,1,NULL,NULL,4,NULL,14,1,1
45,Communication equipment - Storage area network,1,2019-07-10 10:29:44.210,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
46,Communication equipment - PABX,1,2019-07-10 10:29:44.223,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
47,Communication equipment - Multiplexer,1,2019-07-10 10:29:44.240,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
48,Communication equipment - Router,1,2019-07-10 10:29:44.257,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
49,Communication equipment - Server,1,2019-07-10 10:29:44.273,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
50,Communication equipment - Communications switch,1,2019-07-10 10:29:44.290,1,NULL,NULL,87,60,1,NULL,NULL,4,NULL,14,1,1
51,Communication equipment - Wireless access point,1,2019-07-10 10:29:44.310,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
52,Land,1,2019-07-10 10:29:44.327,1,NULL,NULL,87,0,1,NULL,NULL,4,NULL,14,1,1
53,Buildings - Air conditioning,1,2019-07-10 10:29:44.343,1,NULL,NULL,87,96,1,NULL,NULL,4,NULL,14,1,1
54,Buildings - Chiller,1,2019-07-10 10:29:44.360,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
55,Buildings - Earthworks,1,2019-07-10 10:29:44.377,1,NULL,NULL,87,1200,1,NULL,NULL,4,NULL,14,1,1
56,Buildings - Electrical installation (building),1,2019-07-10 10:29:44.393,1,NULL,NULL,87,360,1,NULL,NULL,4,NULL,14,1,1
57,"Buildings - Finishes, fixtures and fittings",1,2019-07-10 10:29:44.413,1,NULL,NULL,87,180,1,NULL,NULL,4,NULL,14,1,1
58,Buildings - Fire protection,1,2019-07-10 10:29:44.433,1,NULL,NULL,87,240,1,NULL,NULL,4,NULL,14,1,1
59,Buildings - Gas-bank installation,1,2019-07-10 10:29:44.450,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
60,Buildings - Lifts,1,2019-07-10 10:29:44.470,1,NULL,NULL,87,360,1,NULL,NULL,4,NULL,14,1,1
61,Buildings - Plumbing,1,2019-07-10 10:29:44.483,1,NULL,NULL,87,240,1,NULL,NULL,4,NULL,14,1,1
62,Buildings - Floor,1,2019-07-10 10:29:44.500,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
63,Buildings - Security system,1,2019-07-10 10:29:44.517,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
64,Buildings - Septic tank,1,2019-07-10 10:29:44.537,1,NULL,NULL,87,480,1,NULL,NULL,4,NULL,14,1,1
65,Buildings - Walls,1,2019-07-10 10:29:44.553,1,NULL,NULL,87,720,1,NULL,NULL,4,NULL,14,1,1
66,Buildings - Roof,1,2019-07-10 10:29:44.570,1,NULL,NULL,87,480,1,NULL,NULL,4,NULL,14,1,1
67,External facilities - External furniture,1,2019-07-10 10:29:44.587,1,NULL,NULL,87,240,1,NULL,NULL,4,NULL,14,1,1
68,External facilities - External lighting,1,2019-07-10 10:29:44.603,1,NULL,NULL,87,360,1,NULL,NULL,4,NULL,14,1,1
69,External facilities - Paving,1,2019-07-10 10:29:44.620,1,NULL,NULL,87,480,1,NULL,NULL,4,NULL,14,1,1
70,External facilities - Irrigation,1,2019-07-10 10:29:44.633,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
71,External facilities - Landscaping,1,2019-07-10 10:29:44.657,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
72,External facilities - Perimeter protection,1,2019-07-10 10:29:44.673,1,NULL,NULL,87,360,1,NULL,NULL,4,NULL,14,1,1
73,External facilities - Sign â€“ general,1,2019-07-10 10:29:44.690,1,NULL,NULL,87,180,1,NULL,NULL,4,NULL,14,1,1
74,External facilities - Carport,1,2019-07-10 10:29:44.707,1,NULL,NULL,87,84,1,NULL,NULL,4,NULL,14,1,1
75,External facilities - Small building/enclosure,1,2019-07-10 10:29:44.723,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
76,Civil structures - Earth structure,1,2019-07-10 10:29:44.740,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
77,Civil structures - Filter media,1,2019-07-10 10:29:44.760,1,NULL,NULL,87,120,1,NULL,NULL,4,NULL,14,1,1
78,Civil structures - Masonry structure,1,2019-07-10 10:29:44.777,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
79,Civil structures - RC structure,1,2019-07-10 10:29:44.793,1,NULL,NULL,87,960,1,NULL,NULL,4,NULL,14,1,1
80,Civil structures - Tank,1,2019-07-10 10:29:44.810,1,NULL,NULL,87,360,1,NULL,NULL,4,NULL,14,1,1
81,Metal work - Fabricated steel,1,2019-07-10 10:29:44.827,1,NULL,NULL,87,480,1,NULL,NULL,4,NULL,14,1,1
82,Metal work - Pressure vessel,1,2019-07-10 10:29:44.843,1,NULL,NULL,87,720,1,NULL,NULL,4,NULL,14,1,1
83,Earthworks - Earthworks,1,2019-07-10 10:29:44.860,1,NULL,NULL,87,1200,1,NULL,NULL,4,NULL,14,1,1
84,Pavements - Road surface,1,2019-07-10 10:29:44.877,1,NULL,NULL,87,240,1,NULL,NULL,4,NULL,14,1,1
85,Pavements - Road structural layer,1,2019-07-10 10:29:44.893,1,NULL,NULL,87,960,1,NULL,NULL,4,NULL,14,1,1
86,Service connections on site - Electrical service connection,1,2019-07-10 10:29:44.910,1,NULL,NULL,87,600,1,NULL,NULL,4,NULL,14,1,1
87,Service connections on site - Pipe ? water,1,2019-07-10 10:29:44.930,1,NULL,NULL,87,960,1,NULL,NULL,4,NULL,14,1,1
88,HV transformers - HV transformers,1,2019-07-10 10:29:44.947,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
89,HV switching station equipment - HV busbar indoor,1,2019-07-10 10:29:44.963,1,NULL,NULL,106,720,1,NULL,NULL,4,NULL,14,1,1
90,HV switching station equipment - HV busbar outdoor,1,2019-07-10 10:29:44.980,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
91,HV switching station equipment - Voltage transformer,1,2019-07-10 10:29:45.000,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
92,HV switching station equipment - Current transformer,1,2019-07-10 10:29:45.013,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
93,HV switching station equipment - Surge arrestor,1,2019-07-10 10:29:45.030,1,NULL,NULL,106,60,1,NULL,NULL,4,NULL,14,1,1
94,HV switching station equipment - Lightning mast and shield wiring,1,2019-07-10 10:29:45.050,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
95,HV switching station equipment - Station earthing ? mat and electrodes,1,2019-07-10 10:29:45.067,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
96,HV switching station equipment - Reactor,1,2019-07-10 10:29:45.083,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
97,HV switching station equipment - Capacitor bank,1,2019-07-10 10:29:45.103,1,NULL,NULL,106,180,1,NULL,NULL,4,NULL,14,1,1
98,HV switching station equipment - GIS busbar,1,2019-07-10 10:29:45.120,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
99,HV switching station equipment - GIS switchgear,1,2019-07-10 10:29:45.133,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
100,HV switching station equipment - Control panel,1,2019-07-10 10:29:45.153,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
101,HV switching station equipment - HV circuit breaker,1,2019-07-10 10:29:45.170,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
102,"HV switching station equipment - HV compact circuit breaker, isolator, and current transformer unit",1,2019-07-10 10:29:45.187,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
103,HV switching station equipment - HV isolator,1,2019-07-10 10:29:45.203,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
104,HV switching station equipment - HV earth switch,1,2019-07-10 10:29:45.223,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
105,DC systems - Battery charger,1,2019-07-10 10:29:45.240,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
106,DC systems - Batteries,1,2019-07-10 10:29:45.257,1,NULL,NULL,106,240,1,NULL,NULL,4,NULL,14,1,1
107,Electricity bulk meters - Electricity bulk meter,1,2019-07-10 10:29:45.273,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
108,Control and instrumentation - Generator busbar,1,2019-07-10 10:29:45.290,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
109,Control and instrumentation - Generator transformer,1,2019-07-10 10:29:45.310,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
110,Control and instrumentation - Process instrumentation,1,2019-07-10 10:29:45.330,1,NULL,NULL,106,180,1,NULL,NULL,4,NULL,14,1,1
111,Communication equipment - Radio infrastructure,1,2019-07-10 10:29:45.347,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
112,Communication equipment - Communication cable,1,2019-07-10 10:29:45.367,1,NULL,NULL,106,180,1,NULL,NULL,4,NULL,14,1,1
113,Communication equipment - Fibre-optic cable,1,2019-07-10 10:29:45.383,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
114,Communication equipment - Switch,1,2019-07-10 10:29:45.400,1,NULL,NULL,106,180,1,NULL,NULL,4,NULL,14,1,1
115,Communication equipment - Storage area network,1,2019-07-10 10:29:45.417,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
116,Communication equipment - PABX,1,2019-07-10 10:29:45.433,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
117,Communication equipment - Multiplexer,1,2019-07-10 10:29:45.450,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
118,Communication equipment - Router,1,2019-07-10 10:29:45.467,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
119,Communication equipment - Server,1,2019-07-10 10:29:45.483,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
120,Communication equipment - Communications switch,1,2019-07-10 10:29:45.500,1,NULL,NULL,106,60,1,NULL,NULL,4,NULL,14,1,1
121,Communication equipment - Wireless access point,1,2019-07-10 10:29:45.517,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
122,MV substation equipment - Current transformer,1,2019-07-10 10:29:45.533,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
123,MV substation equipment - Voltage transformer,1,2019-07-10 10:29:45.550,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
124,MV substation equipment - MV circuit breaker,1,2019-07-10 10:29:45.570,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
125,MV substation equipment - MV isolator,1,2019-07-10 10:29:45.587,1,NULL,NULL,106,528,1,NULL,NULL,4,NULL,14,1,1
126,MV substation equipment - Control panel,1,2019-07-10 10:29:45.603,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
127,MV substation equipment - Reactor,1,2019-07-10 10:29:45.623,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
128,MV substation equipment - Transformer NER,1,2019-07-10 10:29:45.640,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
129,MV substation equipment - Transformer NECRT,1,2019-07-10 10:29:45.657,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
130,MV substation equipment - Surge arrestor,1,2019-07-10 10:29:45.673,1,NULL,NULL,106,60,1,NULL,NULL,4,NULL,14,1,1
131,"MV substation equipment - MV compact circuit breaker, isolator and current transformer unit",1,2019-07-10 10:29:45.690,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
132,MV substation equipment - MV earth switch,1,2019-07-10 10:29:45.707,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
133,MV substation equipment - Auxiliary equipment,1,2019-07-10 10:29:45.723,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
134,MV substation equipment - Capacitor bank,1,2019-07-10 10:29:45.740,1,NULL,NULL,106,180,1,NULL,NULL,4,NULL,14,1,1
135,MV substation equipment - Load control set,1,2019-07-10 10:29:45.757,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
136,MV substation equipment - Ring main unit,1,2019-07-10 10:29:45.773,1,NULL,NULL,106,540,1,NULL,NULL,4,NULL,14,1,1
137,Land,1,2019-07-10 10:29:45.790,1,NULL,NULL,106,0,1,NULL,NULL,4,NULL,14,1,1
138,Buildings - Air conditioning,1,2019-07-10 10:29:45.807,1,NULL,NULL,106,96,1,NULL,NULL,4,NULL,14,1,1
139,Buildings - Chiller,1,2019-07-10 10:29:45.823,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
140,Buildings - Earthworks,1,2019-07-10 10:29:45.840,1,NULL,NULL,106,1200,1,NULL,NULL,4,NULL,14,1,1
141,Buildings - Electrical installation (building),1,2019-07-10 10:29:45.857,1,NULL,NULL,106,360,1,NULL,NULL,4,NULL,14,1,1
142,"Buildings - Finishes, fixtures and fittings",1,2019-07-10 10:29:45.873,1,NULL,NULL,106,180,1,NULL,NULL,4,NULL,14,1,1
143,Buildings - Fire protection,1,2019-07-10 10:29:45.890,1,NULL,NULL,106,240,1,NULL,NULL,4,NULL,14,1,1
144,Buildings - Gas-bank installation,1,2019-07-10 10:29:45.907,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
145,Buildings - Lifts,1,2019-07-10 10:29:45.920,1,NULL,NULL,106,360,1,NULL,NULL,4,NULL,14,1,1
146,Buildings - Plumbing,1,2019-07-10 10:29:45.940,1,NULL,NULL,106,240,1,NULL,NULL,4,NULL,14,1,1
147,Buildings - Floor,1,2019-07-10 10:29:45.957,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
148,Buildings - Security system,1,2019-07-10 10:29:45.973,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
149,Buildings - Septic tank,1,2019-07-10 10:29:45.993,1,NULL,NULL,106,480,1,NULL,NULL,4,NULL,14,1,1
150,Buildings - Walls,1,2019-07-10 10:29:46.010,1,NULL,NULL,106,720,1,NULL,NULL,4,NULL,14,1,1
151,Buildings - Roof,1,2019-07-10 10:29:46.027,1,NULL,NULL,106,480,1,NULL,NULL,4,NULL,14,1,1
152,External facilities - External furniture,1,2019-07-10 10:29:46.043,1,NULL,NULL,106,240,1,NULL,NULL,4,NULL,14,1,1
153,External facilities - External lighting,1,2019-07-10 10:29:46.060,1,NULL,NULL,106,360,1,NULL,NULL,4,NULL,14,1,1
154,External facilities - Paving,1,2019-07-10 10:29:46.080,1,NULL,NULL,106,480,1,NULL,NULL,4,NULL,14,1,1
155,External facilities - Irrigation,1,2019-07-10 10:29:46.097,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
156,External facilities - Landscaping,1,2019-07-10 10:29:46.113,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
157,External facilities - Perimeter protection,1,2019-07-10 10:29:46.130,1,NULL,NULL,106,360,1,NULL,NULL,4,NULL,14,1,1
158,External facilities - Sign â€“ general,1,2019-07-10 10:29:46.147,1,NULL,NULL,106,180,1,NULL,NULL,4,NULL,14,1,1
159,External facilities - Carport,1,2019-07-10 10:29:46.160,1,NULL,NULL,106,84,1,NULL,NULL,4,NULL,14,1,1
160,External facilities - Small building/enclosure,1,2019-07-10 10:29:46.180,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
161,Civil structures - Earth structure,1,2019-07-10 10:29:46.193,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
162,Civil structures - Filter media,1,2019-07-10 10:29:46.210,1,NULL,NULL,106,120,1,NULL,NULL,4,NULL,14,1,1
163,Civil structures - Masonry structure,1,2019-07-10 10:29:46.227,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
164,Civil structures - RC structure,1,2019-07-10 10:29:46.243,1,NULL,NULL,106,960,1,NULL,NULL,4,NULL,14,1,1
165,Civil structures - Tank,1,2019-07-10 10:29:46.263,1,NULL,NULL,106,360,1,NULL,NULL,4,NULL,14,1,1
166,Metal work - Fabricated steel,1,2019-07-10 10:29:46.280,1,NULL,NULL,106,480,1,NULL,NULL,4,NULL,14,1,1
167,Metal work - Pressure vessel,1,2019-07-10 10:29:46.300,1,NULL,NULL,106,720,1,NULL,NULL,4,NULL,14,1,1
168,Earthworks - Earthworks,1,2019-07-10 10:29:46.317,1,NULL,NULL,106,1200,1,NULL,NULL,4,NULL,14,1,1
169,Pavements - Road surface,1,2019-07-10 10:29:46.330,1,NULL,NULL,106,240,1,NULL,NULL,4,NULL,14,1,1
170,Pavements - Road structural layer,1,2019-07-10 10:29:46.347,1,NULL,NULL,106,960,1,NULL,NULL,4,NULL,14,1,1
171,Service connections on site - Electrical service connection,1,2019-07-10 10:29:46.363,1,NULL,NULL,106,600,1,NULL,NULL,4,NULL,14,1,1
172,Service connections on site - Pipe ? water,1,2019-07-10 10:29:46.380,1,NULL,NULL,106,960,1,NULL,NULL,4,NULL,14,1,1
173,HV cables - HV cable,1,2019-07-10 10:29:46.400,1,NULL,NULL,107,600,1,NULL,NULL,4,NULL,14,1,1
174,HV cables - Control cable,1,2019-07-10 10:29:46.420,1,NULL,NULL,107,120,1,NULL,NULL,4,NULL,14,1,1
175,HV overhead lines - HV overhead line support structure,1,2019-07-10 10:29:46.433,1,NULL,NULL,107,600,1,NULL,NULL,4,NULL,14,1,1
176,HV overhead lines - HV overhead line conductor,1,2019-07-10 10:29:46.450,1,NULL,NULL,107,600,1,NULL,NULL,4,NULL,14,1,1
177,MV transformers - MV transformers,1,2019-07-10 10:29:46.467,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
178,MV substation equipment - Current transformer,1,2019-07-10 10:29:46.483,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
179,MV substation equipment - Voltage transformer,1,2019-07-10 10:29:46.500,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
180,MV substation equipment - MV circuit breaker,1,2019-07-10 10:29:46.517,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
181,MV substation equipment - MV isolator,1,2019-07-10 10:29:46.533,1,NULL,NULL,90,528,1,NULL,NULL,4,NULL,14,1,1
182,MV substation equipment - Control panel,1,2019-07-10 10:29:46.550,1,NULL,NULL,90,600,1,NULL,NULL,4,NULL,14,1,1
183,MV substation equipment - Reactor,1,2019-07-10 10:29:46.567,1,NULL,NULL,90,600,1,NULL,NULL,4,NULL,14,1,1
184,MV substation equipment - Transformer NER,1,2019-07-10 10:29:46.580,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
185,MV substation equipment - Transformer NECRT,1,2019-07-10 10:29:46.600,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
186,MV substation equipment - Surge arrestor,1,2019-07-10 10:29:46.613,1,NULL,NULL,90,60,1,NULL,NULL,4,NULL,14,1,1
187,"MV substation equipment - MV compact circuit breaker, isolator and current transformer unit",1,2019-07-10 10:29:46.630,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
188,MV substation equipment - MV earth switch,1,2019-07-10 10:29:46.647,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
189,MV substation equipment - Auxiliary equipment,1,2019-07-10 10:29:46.663,1,NULL,NULL,90,120,1,NULL,NULL,4,NULL,14,1,1
190,MV substation equipment - Capacitor bank,1,2019-07-10 10:29:46.680,1,NULL,NULL,90,180,1,NULL,NULL,4,NULL,14,1,1
191,MV substation equipment - Load control set,1,2019-07-10 10:29:46.697,1,NULL,NULL,90,120,1,NULL,NULL,4,NULL,14,1,1
192,MV substation equipment - Ring main unit,1,2019-07-10 10:29:46.710,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
193,DC systems - Battery charger,1,2019-07-10 10:29:46.727,1,NULL,NULL,90,120,1,NULL,NULL,4,NULL,14,1,1
194,DC systems - Batteries,1,2019-07-10 10:29:46.743,1,NULL,NULL,90,240,1,NULL,NULL,4,NULL,14,1,1
195,MV mini-substations - MV transformer,1,2019-07-10 10:29:46.760,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
196,MV mini-substations - Ring main unit,1,2019-07-10 10:29:46.777,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
197,MV network equipment - Auto-recloser,1,2019-07-10 10:29:46.797,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
198,MV network equipment - Capacitor bank,1,2019-07-10 10:29:46.810,1,NULL,NULL,90,180,1,NULL,NULL,4,NULL,14,1,1
199,MV network equipment - Reactor,1,2019-07-10 10:29:46.830,1,NULL,NULL,90,600,1,NULL,NULL,4,NULL,14,1,1
200,MV network equipment - Ring main unit,1,2019-07-10 10:29:46.850,1,NULL,NULL,90,540,1,NULL,NULL,4,NULL,14,1,1
