AssetCIDMSSubComponentTypeID,AssetCIDMSSubComponentTypeDesc,AssetCIDMSComponentTypeID,Infrastructure,Nature,Enabled,DateCaptured,CapturerID,DateModified,ModifierID,Default
286,Street Rubbish Bin,236,1,1,1,2021-06-14 16:34:52.237,199,NULL,NULL,NULL
287,Traffic Signal Units,248,1,1,1,2021-06-14 16:35:32.087,199,NULL,NULL,NULL
288,Road Bridge Abutment,199,1,1,1,2021-06-14 16:36:33.713,199,NULL,NULL,NULL
289,Road Bridge Side Barrier,200,1,1,1,2021-06-14 16:36:52.240,199,NULL,NULL,NULL
290,Road Bridge Substructure,201,1,1,1,2021-06-14 16:37:11.283,199,NULL,NULL,NULL
291,Road Bridge Superstructure,202,1,1,1,2021-06-14 16:37:30.713,199,NULL,NULL,NULL
292,Earthworks,545,1,1,1,2021-06-14 16:38:54.343,199,NULL,NULL,NULL
293,Paving,546,1,1,1,2021-06-14 16:39:32.590,199,NULL,NULL,NULL
294,Road Surface,547,1,1,1,2021-06-14 16:40:47.307,199,NULL,NULL,NULL
295,Street Lights,548,1,1,1,2021-06-14 16:41:24.147,199,NULL,NULL,NULL
296,Carport,549,1,1,1,2021-06-14 16:42:34.840,199,NULL,NULL,NULL
297,Grid Inlet,550,1,1,1,2021-06-14 16:42:58.793,199,NULL,NULL,NULL
298,Kerb,551,1,1,1,2021-06-14 16:43:35.393,199,NULL,NULL,NULL
299,Kerb Inlet,552,1,1,1,2021-06-14 16:44:11.430,199,NULL,NULL,NULL
300,Subsoil Drains,553,1,1,1,2021-06-14 16:44:44.583,199,NULL,NULL,NULL
301,Gabions,554,1,1,1,2021-06-14 16:46:00.160,199,NULL,NULL,NULL
302,RC Structure,555,1,1,1,2021-06-14 16:46:23.600,199,NULL,NULL,NULL
303,Sign - Regulatory,556,1,1,1,2021-06-14 16:46:41.967,199,NULL,NULL,NULL
304,Channel,557,1,1,1,2021-06-14 16:47:13.990,199,NULL,NULL,NULL
305,Culvert,558,1,1,1,2021-06-14 16:47:37.023,199,NULL,NULL,NULL
306,RC Structure,559,1,1,1,2021-06-14 16:48:20.503,199,NULL,NULL,NULL
307,Road Bridge Abutment,560,1,1,1,2021-06-14 16:48:47.313,199,NULL,NULL,NULL
308,Pipe - Sewer,561,1,1,1,2021-06-14 16:53:32.437,199,NULL,NULL,NULL
309,Pipe - Storm Water,562,1,1,1,2021-06-14 16:54:03.833,199,NULL,NULL,NULL
310,Pipe - Water,563,1,1,1,2021-06-14 16:54:35.967,199,NULL,NULL,NULL
311,Pipe Bridge Substructure,564,1,1,1,2021-06-14 16:55:04.820,199,NULL,NULL,NULL
312,Steel Structure,540,1,1,1,2021-06-15 08:54:05.917,199,NULL,NULL,NULL
313,Borehole,506,1,1,1,2021-06-15 08:55:57.067,199,NULL,NULL,NULL
314,Airconditioner,565,1,1,1,2021-06-15 16:20:19.040,199,NULL,NULL,NULL
315,Laminator,566,1,1,1,2021-06-15 16:20:39.540,199,NULL,NULL,NULL
316,Alcohol test,567,0,1,1,2021-06-15 16:20:56.720,199,2024-10-07 15:54:45.443,199,0
317,Camera,568,1,1,1,2021-06-15 16:21:11.037,199,NULL,NULL,NULL
318,Heater,569,1,1,1,2021-06-15 16:21:28.843,199,NULL,NULL,NULL
319,Folding Machine,570,1,1,1,2021-06-15 16:21:49.933,199,NULL,NULL,NULL
320,Franking Machine,571,1,1,1,2021-06-15 16:22:08.493,199,NULL,NULL,NULL
321,Megaphone,572,1,1,1,2021-06-15 16:22:32.010,199,NULL,NULL,NULL
322,Binding Machine,576,1,1,1,2021-06-15 16:45:44.983,199,NULL,NULL,NULL
323,Board,575,1,1,1,2021-06-15 16:46:05.327,199,NULL,NULL,NULL
324,Box,573,1,1,1,2021-06-15 16:46:27.543,199,NULL,NULL,NULL
325,Bulk Filer,574,1,1,1,2021-06-15 16:46:46.880,199,NULL,NULL,NULL
326,Cash Drawer,577,1,1,1,2021-06-15 16:47:29.437,199,NULL,NULL,NULL
327,Cell Phone,578,1,1,1,2021-06-15 16:47:58.037,199,NULL,NULL,NULL
328,Divider,579,1,1,1,2021-06-15 16:48:19.427,199,NULL,NULL,NULL
329,Mic Stand,580,1,1,1,2021-06-15 16:50:57.150,199,NULL,NULL,NULL
330,Recorder,581,1,1,1,2021-06-15 16:51:18.250,199,NULL,NULL,NULL
331,Safe,582,0,2,1,2021-06-15 16:51:37.617,199,2024-07-13 12:12:27.833,271,0
332,Shredder,583,1,1,1,2021-06-15 16:51:59.527,199,NULL,NULL,NULL
333,Speaker Stand,584,1,1,1,2021-06-15 16:52:18.933,199,NULL,NULL,NULL
334,Trolley,585,1,1,1,2021-06-15 16:52:41.360,199,NULL,NULL,NULL
335,Vacuum Cleaner,586,1,1,1,2021-06-15 16:52:59.680,199,NULL,NULL,NULL
336,Water Dispenser,587,1,1,1,2021-06-15 16:53:20.427,199,NULL,NULL,NULL
337,Fridge,588,1,1,1,2021-06-15 16:57:20.460,199,NULL,NULL,NULL
338,Laptop,589,0,1,1,2021-06-15 17:15:01.153,199,2022-09-15 20:30:52.647,199,NULL
339,Ipad,590,1,1,1,2021-06-15 17:15:10.993,199,NULL,NULL,NULL
340,Media Player,591,1,1,1,2021-06-15 17:15:53.377,199,NULL,NULL,NULL
341,Desktop Computer,592,1,1,1,2021-06-15 17:31:50.393,199,NULL,NULL,NULL
342,External Drive,593,1,1,1,2021-06-15 17:32:13.240,199,NULL,NULL,NULL
343,Firewall,594,1,1,1,2021-06-15 17:32:32.677,199,NULL,NULL,NULL
344,Monitor,595,1,1,1,2021-06-15 17:34:15.223,199,NULL,NULL,NULL
345,Printer,596,1,1,1,2021-06-15 17:34:38.177,199,NULL,NULL,NULL
346,Router,597,1,1,1,2021-06-15 17:35:02.687,199,NULL,NULL,NULL
347,Server,598,1,1,1,2021-06-15 17:35:21.947,199,NULL,NULL,NULL
348,Switch,599,1,1,1,2021-06-15 17:35:40.453,199,NULL,NULL,NULL
349,UPS,600,1,1,1,2021-06-15 17:36:02.283,199,NULL,NULL,NULL
350,Microphone,601,1,1,1,2021-06-15 17:45:13.403,199,NULL,NULL,NULL
351,Projector,603,1,1,1,2021-06-15 17:45:33.297,199,NULL,NULL,NULL
352,Mixing  Console,602,1,1,1,2021-06-15 17:46:33.300,199,NULL,NULL,NULL
353,Projector Screen,604,1,1,1,2021-06-15 17:46:52.927,199,NULL,NULL,NULL
354,Speaker,605,1,1,1,2021-06-15 17:47:12.440,199,NULL,NULL,NULL
355,Fire Arm,606,1,1,1,2021-06-15 17:51:59.240,199,NULL,NULL,NULL
356,Speed Trap,607,1,1,1,2021-06-15 17:52:39.620,199,NULL,NULL,NULL
357,Cherry Picker,611,1,1,1,2021-06-15 18:04:17.100,199,NULL,NULL,NULL
358,Chain Saw,610,0,1,1,2021-06-15 18:05:25.143,199,2023-03-16 09:28:34.493,271,NULL
359," Benchpress",608,1,1,1,2021-06-15 18:07:46.987,199,NULL,NULL,NULL
360,Brushcutter,609,1,1,1,2021-06-15 18:08:31.513,199,NULL,NULL,NULL
361,Emergency Lights,618,1,1,1,2021-06-15 18:23:46.550,199,NULL,NULL,NULL
362,Scanner,614,1,1,1,2021-06-15 18:24:18.690,199,NULL,NULL,NULL
363,Skip Bin,613,1,1,1,2021-06-15 18:24:38.570,199,NULL,NULL,NULL
364,Grid Roller,615,1,1,1,2021-06-15 18:25:07.110,199,NULL,NULL,NULL
365,Concrete Cutter Machine,612,1,1,1,2021-06-15 18:25:33.460,199,NULL,NULL,NULL
366,Hauler,617,1,1,1,2021-06-15 18:26:02.800,199,NULL,NULL,NULL
367,Plate Compactor,621,0,1,1,2021-06-15 18:26:31.607,199,2024-04-15 18:43:46.490,562,0
368,Road Marking Machine,616,0,1,1,2021-06-15 18:27:01.750,199,2023-03-16 09:28:57.163,271,NULL
369,GYM Equipment,619,1,1,1,2021-06-15 18:27:29.207,199,NULL,NULL,NULL
370,Fumigation Machine,620,1,1,1,2021-06-15 18:27:52.310,199,NULL,NULL,NULL
371,Microwave,622,1,1,1,2021-06-15 18:32:05.757,199,NULL,NULL,NULL
372,Motor Vehicles,623,1,1,1,2021-06-15 18:36:51.657,199,NULL,NULL,NULL
373,Pruner Tree,624,1,1,1,2021-06-17 13:10:56.630,199,NULL,NULL,NULL
374,Benchpress,608,1,1,1,2021-07-19 11:16:19.127,199,NULL,NULL,NULL
375,Benchpress,625,1,1,1,2021-07-19 11:37:11.130,199,NULL,NULL,NULL
376,Board,272,1,1,1,2021-11-10 16:11:31.940,199,NULL,NULL,NULL
377,Computer Workstation,272,1,1,1,2021-11-10 16:14:06.320,199,NULL,NULL,NULL
378,Sick Bed,272,1,1,1,2021-11-10 16:14:27.600,199,NULL,NULL,NULL
379,License Disk Scanner,383,1,1,1,2021-11-10 16:16:40.470,199,NULL,NULL,NULL
380,Trailer,383,1,1,1,2021-11-10 16:17:08.780,199,NULL,NULL,NULL
381,Speed Trapper,383,1,1,1,2021-11-10 16:17:29.227,199,NULL,NULL,NULL
382,Edge Trimmer,383,1,1,1,2021-11-10 16:17:47.927,199,NULL,NULL,NULL
383,Plough,383,1,1,1,2021-11-10 16:18:52.687,199,NULL,NULL,NULL
384,Planter,383,1,1,1,2021-11-10 16:19:06.437,199,NULL,NULL,NULL
385,Pressure Washer,383,1,1,1,2021-11-10 16:19:22.980,199,NULL,NULL,NULL
386,Lifeguard Post and Seat,383,1,1,1,2021-11-10 16:19:38.783,199,NULL,NULL,NULL
387,Swimming Pool Sweeper,383,1,1,1,2021-11-10 16:19:52.923,199,NULL,NULL,NULL
388,Voice Recorder,367,1,1,1,2021-11-10 16:23:28.760,199,NULL,NULL,NULL
389,TV Screen,367,1,1,1,2021-11-10 16:25:20.460,199,NULL,NULL,NULL
390,PA System,367,1,1,1,2021-11-10 16:25:38.123,199,NULL,NULL,NULL
391,Desktop Computer,589,1,1,1,2021-11-10 16:29:29.483,199,NULL,NULL,NULL
392,CPU,589,1,1,1,2021-11-10 16:29:44.810,199,NULL,NULL,NULL
393,Diesel Bowser Machine,383,1,1,1,2021-11-11 09:49:25.877,199,NULL,NULL,NULL
394,Security System,629,1,1,1,2021-11-11 11:10:24.493,199,NULL,NULL,NULL
395,Speed Trap,630,1,1,1,2021-11-11 11:26:34.300,199,NULL,NULL,NULL
396,Projector Screen,632,1,1,1,2021-11-11 11:41:06.987,199,NULL,NULL,NULL
397,Media Player,632,1,1,1,2021-11-11 11:41:25.697,199,NULL,NULL,NULL
398,Mixing Console,632,1,1,1,2021-11-11 11:41:51.283,199,NULL,NULL,NULL
399,Speaker,632,1,1,1,2021-11-11 11:42:04.923,199,NULL,NULL,NULL
400,Microphone,631,1,1,1,2021-11-11 11:43:36.950,199,NULL,NULL,NULL
401,Fire Arm,633,1,1,1,2021-11-11 11:52:36.457,199,NULL,NULL,NULL
402,Land,634,1,1,1,2022-05-18 15:42:52.543,199,NULL,NULL,NULL
403,Municipal Flats,635,1,1,1,2022-05-18 19:51:17.553,199,NULL,NULL,NULL
404,Garage,636,1,1,1,2022-05-19 09:30:00.180,199,NULL,NULL,NULL
405,Dwelling Normal Size House,637,1,1,1,2022-05-19 09:30:12.027,199,NULL,NULL,NULL
406,Hall-Indoor Sport Complex,638,1,1,1,2022-05-19 09:30:20.530,199,NULL,NULL,NULL
407,Market,639,1,1,1,2022-05-19 09:30:30.123,199,NULL,NULL,NULL
408,Internal Road,640,1,1,1,2022-05-19 09:32:57.147,199,NULL,NULL,NULL
409,Catchpit,641,1,1,1,2022-05-19 09:37:36.247,199,2024-04-15 07:30:01.803,562,0
410,Tank Stand,642,1,1,1,2022-05-19 09:42:15.427,199,NULL,NULL,NULL
411,Palisade Fence,440,1,1,1,2022-05-19 09:45:36.193,199,2024-04-15 07:31:27.377,562,0
412,Sliding Gate,440,1,1,1,2022-05-19 09:46:29.347,199,NULL,NULL,NULL
413,Pedestrian Gate,440,1,1,1,2022-05-19 09:47:15.267,199,NULL,NULL,NULL
414,Wall,440,1,1,1,2022-05-19 09:47:44.973,199,NULL,NULL,NULL
415,Swivel Gate,440,1,1,1,2022-05-19 09:48:34.950,199,NULL,NULL,NULL
416,Fence,440,1,1,1,2022-05-19 09:49:18.403,199,NULL,NULL,NULL
417,Footpath,643,1,1,1,2022-05-19 09:51:49.160,199,NULL,NULL,NULL
418,Outbuilding (Storeroom),434,1,1,1,2022-05-19 09:54:36.460,199,NULL,NULL,NULL
419,Jo-Jo Tank,644,1,1,1,2022-05-19 09:57:31.873,199,NULL,NULL,NULL
420,Taxi Rank,647,1,1,1,2022-05-19 12:41:58.513,199,NULL,NULL,NULL
421,License testing centre,648,1,1,1,2022-05-19 12:42:05.577,199,NULL,NULL,NULL
422,Library,649,1,1,1,2022-05-19 12:42:12.783,199,NULL,NULL,NULL
423,Parking,650,1,1,1,2022-05-19 12:48:17.677,199,NULL,NULL,NULL
424,Parking,651,1,1,1,2022-05-19 12:50:42.587,199,NULL,NULL,NULL
425,Walkway,652,1,1,1,2022-05-19 12:54:57.390,199,NULL,NULL,NULL
426,Walkway,653,1,1,1,2022-05-19 12:55:03.700,199,NULL,NULL,NULL
427,Walkway,654,1,1,1,2022-05-19 12:55:08.963,199,NULL,NULL,NULL
428,Office Block,655,1,1,1,2022-05-19 13:05:44.397,199,NULL,NULL,NULL
429,Office Block,656,1,1,1,2022-05-19 13:05:50.957,199,NULL,NULL,NULL
430,Office Block,657,1,1,1,2022-05-19 13:05:55.997,199,NULL,NULL,NULL
431,Office Block,658,1,1,1,2022-05-19 13:06:01.567,199,NULL,NULL,NULL
432,Boreholes,659,1,1,1,2022-05-19 13:13:38.023,199,NULL,NULL,NULL
433,Cenotaph,660,1,1,1,2022-05-19 13:15:37.000,199,NULL,NULL,NULL
434,Changeroom,661,1,1,1,2022-05-19 13:20:44.797,199,NULL,NULL,NULL
435,Community Hall,662,1,1,1,2022-05-19 13:42:10.820,199,NULL,NULL,NULL
436,Dwelling Low Cost Housing,663,1,1,1,2022-05-19 13:44:19.563,199,NULL,NULL,NULL
437,Handrails,664,1,1,1,2022-05-19 13:45:52.503,199,NULL,NULL,NULL
438,Heritage Building,665,1,1,1,2022-05-19 13:47:12.030,199,NULL,NULL,NULL
439,Kerb Barrier,666,1,1,1,2022-05-19 13:51:12.517,199,NULL,NULL,NULL
440,Lawns,667,1,1,1,2022-05-19 14:07:00.013,199,NULL,NULL,NULL
441,Mobile Office,668,1,1,1,2022-05-19 14:07:20.043,199,NULL,NULL,NULL
442,Netball Court,669,1,1,1,2022-05-19 14:07:35.600,199,NULL,NULL,NULL
443,Paved Area,670,1,1,1,2022-05-19 14:07:54.027,199,NULL,NULL,NULL
444,Paved Area,671,1,1,1,2022-05-19 14:08:02.223,199,NULL,NULL,NULL
445,Pavement,672,1,1,1,2022-05-19 14:08:23.780,199,NULL,NULL,NULL
446,Pavilion,673,1,1,1,2022-05-19 14:08:41.937,199,NULL,NULL,NULL
447,Small Urban Office,674,1,1,1,2022-05-19 14:08:58.207,199,NULL,NULL,NULL
448,Small Urban Office,675,1,1,1,2022-05-19 14:09:04.813,199,NULL,NULL,NULL
449,Sub-soil Drain Pipe,676,1,1,1,2022-05-19 14:09:14.733,199,NULL,NULL,NULL
450,Unpaved Road,677,1,1,1,2022-05-19 14:09:23.103,199,NULL,NULL,NULL
451,Fence,678,1,1,1,2022-05-19 14:12:57.427,199,NULL,NULL,NULL
452,Internal Road,679,1,1,1,2022-05-19 14:15:59.817,199,NULL,NULL,NULL
453,Fence,494,1,1,1,2022-05-19 14:17:53.783,199,NULL,NULL,NULL
454,Sliding Gate,494,1,1,1,2022-05-19 14:19:04.437,199,NULL,NULL,NULL
455,Street Light Head,491,1,1,1,2022-05-19 14:19:49.160,199,NULL,NULL,NULL
456,Palisade Fence,494,1,1,1,2022-05-19 14:20:37.430,199,NULL,NULL,NULL
457,Park Table,503,1,1,1,2022-05-19 14:21:34.430,199,NULL,NULL,NULL
458,Park Bench,503,1,1,1,2022-05-19 14:25:35.230,199,NULL,NULL,NULL
459,Plant Pot,503,1,1,1,2022-05-19 14:27:00.063,199,NULL,NULL,NULL
460,Street Rubbish Bin,503,1,1,1,2022-05-19 14:28:21.117,199,NULL,NULL,NULL
461,Braai,503,1,1,1,2022-05-19 14:30:09.547,199,NULL,NULL,NULL
462,Plant Pot,524,1,1,1,2022-05-19 14:33:22.520,199,NULL,NULL,NULL
463,Flood Light,525,1,1,1,2022-05-19 14:33:58.417,199,NULL,NULL,NULL
464,Football (Soccer) Pitch,534,1,1,1,2022-05-19 14:35:57.743,199,NULL,NULL,NULL
465,Sign - Information,524,1,1,1,2022-05-19 14:37:33.483,199,NULL,NULL,NULL
466,Sign - Information,680,1,1,1,2022-05-19 14:39:38.787,199,NULL,NULL,NULL
467,Sign - Information,503,1,1,1,2022-05-19 14:40:17.667,199,NULL,NULL,NULL
468,Wall,527,1,1,1,2022-05-19 14:41:36.667,199,NULL,NULL,NULL
469,Wall,508,1,1,1,2022-05-19 14:41:56.173,199,NULL,NULL,NULL
470,Wall,487,1,1,1,2022-05-19 14:42:10.180,199,NULL,NULL,NULL
471,Street Rubbish Bin,524,1,1,1,2022-05-19 14:44:53.610,199,NULL,NULL,NULL
472,Football (Soccer) Goal Posts,530,1,1,1,2022-05-19 14:46:32.987,199,NULL,NULL,NULL
473,Fence,464,1,1,1,2022-05-19 14:49:55.583,199,NULL,NULL,NULL
474,Fence,474,1,1,1,2022-05-19 14:51:07.417,199,NULL,NULL,NULL
475,Fence,487,1,1,1,2022-05-19 14:53:52.520,199,NULL,NULL,NULL
476,Fence,527,1,1,1,2022-05-19 14:55:41.753,199,NULL,NULL,NULL
477,Fence,508,1,1,1,2022-05-19 14:56:47.193,199,NULL,NULL,NULL
478,Fence,428,1,1,1,2022-05-19 14:57:50.420,199,NULL,NULL,NULL
479,Ablution Block,681,1,1,1,2022-05-19 15:01:03.700,199,NULL,NULL,NULL
480,Ablution Block,646,1,1,1,2022-05-19 15:03:35.937,199,NULL,NULL,NULL
481,Ablution Block,682,1,1,1,2022-05-19 15:05:45.993,199,NULL,NULL,NULL
482,Palisade Fence,508,1,1,1,2022-05-19 15:07:41.307,199,NULL,NULL,NULL
483,Palisade Fence,487,1,1,1,2022-05-19 15:08:02.583,199,NULL,NULL,NULL
484,Palisade Fence,464,1,1,1,2022-05-19 15:08:20.033,199,NULL,NULL,NULL
485,Palisade Fence,527,1,1,1,2022-05-19 15:08:40.303,199,NULL,NULL,NULL
486,Post Top Light,525,1,1,1,2022-05-19 15:10:03.630,199,NULL,NULL,NULL
487,Post Top Light,504,1,1,1,2022-05-19 15:10:25.783,199,NULL,NULL,NULL
488,Garden Light,504,1,1,1,2022-05-19 15:11:43.603,199,NULL,NULL,NULL
489,Water feature,503,1,1,1,2022-05-19 15:12:19.767,199,NULL,NULL,NULL
490,Lapa,510,1,1,1,2022-05-19 15:13:13.873,199,NULL,NULL,NULL
491,Toilets,498,1,1,1,2022-05-19 15:13:53.540,199,NULL,NULL,NULL
492,Toilets,477,1,1,1,2022-05-19 15:14:22.960,199,NULL,NULL,NULL
493,Toilets,683,1,1,1,2022-05-19 15:19:02.920,199,NULL,NULL,NULL
494,Toilets,462,1,1,1,2022-05-19 15:19:23.050,199,NULL,NULL,NULL
495,Jungle Gym,503,1,1,1,2022-05-19 15:22:32.093,199,NULL,NULL,NULL
496,Flood Light,504,1,1,1,2022-05-19 15:23:07.387,199,NULL,NULL,NULL
497,Flood Light,483,1,1,1,2022-05-19 15:23:24.247,199,NULL,NULL,NULL
498,Sliding Gate,487,1,1,1,2022-05-19 15:24:34.187,199,NULL,NULL,NULL
499,Sliding Gate,527,1,1,1,2022-05-19 15:24:59.087,199,NULL,NULL,NULL
500,Sliding Gate,508,1,1,1,2022-05-19 15:25:18.953,199,NULL,NULL,NULL
501,Plant Pot,482,1,1,1,2022-05-19 15:27:54.830,199,NULL,NULL,NULL
502,Channel,684,1,1,1,2022-05-19 15:32:10.407,199,NULL,NULL,NULL
503,V-Channel,685,1,1,1,2022-05-19 15:32:20.347,199,NULL,NULL,NULL
504,Guardhouse,462,1,1,1,2022-05-19 15:33:32.197,199,NULL,NULL,NULL
505,Guardhouse,686,1,1,1,2022-05-19 15:40:43.607,199,NULL,NULL,NULL
506,Swivel Gate,464,1,1,1,2022-05-19 15:41:47.760,199,NULL,NULL,NULL
507,Swivel Gate,474,1,1,1,2022-05-19 15:42:21.823,199,NULL,NULL,NULL
508,Swivel Gate,487,1,1,1,2022-05-19 15:42:45.410,199,NULL,NULL,NULL
509,Swivel Gate,494,1,1,1,2022-05-19 15:43:08.557,199,NULL,NULL,NULL
510,Swivel Gate,527,1,1,1,2022-05-19 15:43:28.793,199,NULL,NULL,NULL
511,Swivel Gate,428,1,1,1,2022-05-19 15:43:54.583,199,NULL,NULL,NULL
512,Internal Road,687,1,1,1,2022-05-19 15:52:00.243,199,NULL,NULL,NULL
513,Internal Road,688,1,1,1,2022-05-19 15:52:06.240,199,NULL,NULL,NULL
514,Internal Road,689,1,1,1,2022-05-19 15:52:12.047,199,NULL,NULL,NULL
515,Hall-Indoor Sport Complex,690,1,1,1,2022-05-19 15:54:18.953,199,NULL,NULL,NULL
516,Ablution - Change Rooms,645,1,1,1,2022-05-19 15:57:03.827,199,NULL,NULL,NULL
517,Ablution - Change Rooms,477,1,1,1,2022-05-19 15:57:48.123,199,NULL,NULL,NULL
518,Rugby Post,530,1,1,1,2022-05-19 15:59:05.170,199,NULL,NULL,NULL
519,Netball post,530,1,1,1,2022-05-19 15:59:58.887,199,NULL,NULL,NULL
520,Rugby Field,534,1,1,1,2022-05-19 16:01:45.120,199,NULL,NULL,NULL
521,Pedestrian Gate,527,1,1,1,2022-05-19 16:02:51.830,199,NULL,NULL,NULL
522,Pedestrian Gate,487,1,1,1,2022-05-19 16:03:11.560,199,NULL,NULL,NULL
523,Jo-Jo Tank,523,1,1,1,2022-05-19 16:05:00.947,199,NULL,NULL,NULL
524,Jo-Jo Tank,481,1,1,1,2022-05-19 16:05:24.457,199,NULL,NULL,NULL
525,Jo-Jo Tank,691,1,1,1,2022-05-19 16:07:45.623,199,NULL,NULL,NULL
526,Box Culvert,692,1,1,1,2022-05-19 17:39:30.473,199,NULL,NULL,NULL
527,Retaining Wall,693,1,1,1,2022-05-19 17:42:35.183,199,NULL,NULL,NULL
528,Tank Stand,694,1,1,1,2022-05-19 17:47:50.293,199,NULL,NULL,NULL
529,Tank Stand,697,1,1,1,2022-05-19 17:51:25.107,199,NULL,NULL,NULL
530,Tank Stand,698,1,1,1,2022-05-19 17:52:46.087,199,NULL,NULL,NULL
531,Outbuilding (Storeroom),476,1,1,1,2022-05-19 17:55:57.790,199,NULL,NULL,NULL
532,Outbuilding (Storeroom),477,1,1,1,2022-05-19 17:56:16.700,199,NULL,NULL,NULL
533,Outbuilding (Storeroom),699,1,1,1,2022-05-19 17:59:41.467,199,NULL,NULL,NULL
534,Outbuilding (Storeroom),686,1,1,1,2022-05-19 18:02:33.687,199,NULL,NULL,NULL
535,Outbuilding (Storeroom),498,1,1,1,2022-05-19 18:04:29.763,199,NULL,NULL,NULL
536,Outbuilding (Storeroom),683,1,1,1,2022-05-19 18:04:55.237,199,NULL,NULL,NULL
537,Street Rubbish Bin,482,1,1,1,2022-05-19 18:07:08.620,199,NULL,NULL,NULL
538,Park Bench,482,1,1,1,2022-05-19 18:07:52.503,199,NULL,NULL,NULL
539,Park Bench,524,1,1,1,2022-05-19 18:08:28.390,199,NULL,NULL,NULL
540,Pipe - Storm Water,700,1,1,1,2022-05-19 18:11:29.853,199,NULL,NULL,NULL
541,Market,701,1,1,1,2022-05-19 18:13:26.890,199,NULL,NULL,NULL
542,Kerb Inlet,702,1,1,1,2022-05-19 18:31:44.990,199,NULL,NULL,NULL
543,Flag Pole,482,1,1,1,2022-05-19 18:33:06.287,199,NULL,NULL,NULL
544,Earthworks,703,1,1,1,2022-05-19 18:37:27.833,199,NULL,NULL,NULL
545,Earthworks,704,1,1,1,2022-05-19 18:37:33.310,199,NULL,NULL,NULL
546,Hawker Stalls,705,1,1,1,2022-05-19 18:39:33.843,199,NULL,NULL,NULL
547,Hawkers Stalls,683,1,1,1,2022-05-19 18:40:20.877,199,NULL,NULL,NULL
548,Pump Station Building,686,1,1,1,2022-05-19 18:41:38.313,199,NULL,NULL,NULL
549,Footpath,706,1,1,1,2022-05-19 18:43:54.027,199,NULL,NULL,NULL
550,Rubbish Bin,524,1,1,1,2022-05-19 18:46:42.487,199,NULL,NULL,NULL
551,Rubbish Bin,503,1,1,1,2022-05-19 18:47:05.373,199,NULL,NULL,NULL
552,Catchpit,707,1,1,1,2022-05-19 18:50:07.303,199,NULL,NULL,NULL
553,Swimming Pool,708,1,1,1,2022-05-19 18:52:26.017,199,NULL,NULL,NULL
554,Braai,524,1,1,1,2022-05-19 18:53:09.140,199,NULL,NULL,NULL
555,Jo-Jo Tank,501,1,1,1,2022-05-19 18:57:30.013,199,NULL,NULL,NULL
556,Paved Area,709,1,1,1,2022-05-19 19:00:26.003,199,NULL,NULL,NULL
557,Fence,472,1,1,1,2022-05-19 19:01:53.507,199,NULL,NULL,NULL
558,Tank Stand,695,1,1,1,2022-05-19 19:04:07.437,199,NULL,NULL,NULL
559,Post Top Light,710,1,1,1,2022-05-19 19:31:17.230,199,NULL,NULL,NULL
560,Rural Electrification,711,1,1,1,2022-05-19 19:31:30.903,199,NULL,NULL,NULL
561,LED Lights,712,1,1,1,2022-05-19 19:32:01.277,199,NULL,NULL,NULL
562,Street Light,538,1,1,1,2022-05-19 19:32:37.317,199,NULL,NULL,NULL
563,Access Road,713,1,1,1,2022-05-20 11:36:02.580,199,NULL,NULL,NULL
564,Cattle Grid,714,1,1,1,2022-05-20 11:46:25.323,199,2024-10-07 19:51:02.167,199,0
565,Parking,715,1,1,1,2022-05-20 11:48:53.513,199,NULL,NULL,NULL
566,Paved Area,716,1,1,1,2022-05-20 11:49:01.803,199,NULL,NULL,NULL
567,Walkway,723,1,1,1,2022-05-20 11:56:15.083,199,NULL,NULL,NULL
568,Railing - Handrails,717,1,1,1,2022-05-20 11:58:13.527,199,NULL,NULL,NULL
569,Rubbish Bin,718,1,1,1,2022-05-20 11:58:46.830,199,NULL,NULL,NULL
570,Sign - Guidance,719,1,1,1,2022-05-20 11:59:02.980,199,NULL,NULL,NULL
571,Sign - Information,720,1,1,1,2022-05-20 11:59:27.400,199,NULL,NULL,NULL
572,Sign - Warning,721,1,1,1,2022-05-20 12:00:28.907,199,NULL,NULL,NULL
573,Traffic Circle,722,1,1,1,2022-05-20 12:01:45.057,199,NULL,NULL,NULL
574,Bridge Abutment,724,1,1,1,2022-05-20 12:06:52.443,199,NULL,NULL,NULL
575,Bridge Sub Structure,726,1,1,1,2022-05-20 12:07:00.990,199,NULL,NULL,NULL
576,Bridge Side Barrier,725,1,1,1,2022-05-20 12:07:08.280,199,NULL,NULL,NULL
577,Low Level Bridge,727,1,1,1,2022-05-20 12:07:15.933,199,NULL,NULL,NULL
578,Vehicle Bridge,728,1,1,1,2022-05-20 12:07:22.610,199,NULL,NULL,NULL
579,Gabions,729,1,1,1,2022-05-20 12:10:51.263,199,NULL,NULL,NULL
580,Catchpit,730,1,1,1,2022-05-20 12:16:10.263,199,NULL,NULL,NULL
581,Channel,731,1,1,1,2022-05-20 12:16:32.587,199,NULL,NULL,NULL
582,V-Channel,731,1,1,1,2022-05-20 12:16:41.777,199,NULL,NULL,NULL
583,Culvert,732,1,1,1,2022-05-20 12:17:03.210,199,NULL,NULL,NULL
584,Culvert Pipe,732,1,1,1,2022-05-20 12:17:24.597,199,NULL,NULL,NULL
585,Culvert Box,732,1,1,1,2022-05-20 12:17:55.987,199,NULL,NULL,NULL
