Asset_BulkValidation_ID,Upload_JobID,RowNumber,ComponentID_AssetRegisterID,AssetDescription,ParentAssetRegisterID,Barcode,OldBarcode,ImageRef,FinancialStatus,AssetType,AssetCategory,AssetSub_Category,AssetClass,ComponentType,Sub_ComponentType,MeasurementType,AssetStatus,AcquisitionDate,DisposalDate,ReasonforDisposal,ImpairmentDate,InServiceDate,UsefulLifeYearComponent,UsefulLifeMonthComponent,RemainingUsefulLifeYearComponent,RemainingUsefulLifeMonthComponent,AssetCondition,DateModified,VerifiedDate,VerificationDoneBy,UOM,Dim1,Dim2,Dim3,DimensionQuantity,Quantity,SGKey,DeedNumber,Erf_FarmNumber,ErfsizeM2,PortionNumber,UnitNumber,RegistrationNumber,CustodianName,CustodianIDNumber,AssetOwnershipName,MunicipalDepartment,Division,Town,StreetAddress,Building,Ward,Zoning,FloorArea,RoomNumber,Suburb,GISFeautureID,Lattitude,Longitude,FundingSourceNumber,FundingSourceAmount,PurchaseAmount_Cost,SCOAItem_PurchaseAmount_Cost,ResidualValue,AccumulatedDepreciation,SCOAItem_AccumulatedDepreciation,AccumulatedImpairment,SCOAItem_AccumulatedImpairment,DisposalAmountCost,SCOAItem_DisposalAmountCost,DisposalProceeds,ProfitorLossonDisposal,CarryingAmount,DonorID_RegistrationNumber_ParastatalCode,DonorName_CompanyName_ParastatalName,DateDonated,Custom1,Custom2,Custom3,Custom4,Custom5,Custom6,Custom7,Custom8,Custom9,Custom10,Custom11,Custom12,Custom13,Custom14,Custom15,Custom16,Custom17,Custom18,Custom19,Custom20,Custom21,Custom22,Custom23,Custom24,Custom25,Custom26,FileName,AssetSetting_ID,Description,CIDMSSubComponent,MainAssetID,MainAssetDescription,CIDMSSubComponentType,CIDMSComponentType,CIDMSAccountingGroup,CIDMSSubAccountingGroup,CIDMSAssetClass,CIDMSAssetGroupType,CIDMSAssetType,CashOrNoncashgeneratingunit,CommisioningDate,InfrastructurOrNonInfrastructure,NatureOfAddition,CostOfAddition,YearConstructed,ForecastReplacementYear,InsuranceCover,InsurancePolicyNo,Warranty,CurrentReplacemantCostCRC,DepreciatedReplacementCostDRC,AnnualisedMaintenanceCRC,AnnualMaintenanceBudgetNeed,RemainingUsefulLifeAtTakeOn,ConstructionMaterial,Make,Model,SerialNumber,BasicMunicipalityService,CriticalityGrade,PerformanceGrade,UtilisationGrade,InfrastructureHealthGrade,ConsequenceOfFailure,Risk,WellKnownTextWKT,MunicipalAssetID,RevaluationDate
1013023,486,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: Machinery And Electrical Equipment,"Invalid Class combination, Asset Class: Grader | Asset Category : Machinery and Equipment | Asset Su",NULL,NULL,NULL,NULL,"Invalid format in column: 20-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 20-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 20-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013024,486,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013178,500,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_500.csv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013179,500,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_500.csv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013025,486,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013026,486,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013027,486,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013028,486,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013029,486,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013030,486,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013031,486,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013032,486,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013033,486,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013034,486,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013035,486,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013036,486,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013037,486,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013038,486,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,"Invalid format in column: 11-Mar-25, please use the following format: dd-MMM-yyyy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Invalid data in column: R171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Error_Job_486.csv,NULL,NULL,NULL,NULL,NULL,Invalid CIDMS Structure combination detected,Invalid data in column: Gun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
